state,date,weather_temp_C,weather_precip_mm
AK,2022-03-31 00:00:00,2.1,13.9
AK,2022-04-01 00:00:00,2.8,6.4
AK,2022-04-02 00:00:00,2.3,9.0
AK,2022-04-03 00:00:00,2.6,26.7
AK,2022-04-04 00:00:00,2.3,3.0
AK,2022-04-05 00:00:00,2.5,7.4
AK,2022-04-06 00:00:00,2.7,10.4
AK,2022-04-07 00:00:00,3.6,9.9
AK,2022-04-08 00:00:00,2.3,10.4
AK,2022-04-09 00:00:00,1.3,3.4
AK,2022-04-10 00:00:00,1.1,0.0
AK,2022-04-11 00:00:00,-0.5,0.0
AK,2022-04-12 00:00:00,-3.2,0.0
AK,2022-04-13 00:00:00,-1.8,0.0
AK,2022-04-14 00:00:00,-0.8,0.0
AK,2022-04-15 00:00:00,1.6,0.0
AK,2022-04-16 00:00:00,2.7,0.0
AK,2022-04-17 00:00:00,2.0,0.0
AK,2022-04-18 00:00:00,1.6,0.6
AK,2022-04-19 00:00:00,2.8,0.0
AK,2022-04-20 00:00:00,3.7,0.0
AK,2022-04-21 00:00:00,3.8,0.0
AK,2022-04-22 00:00:00,4.3,0.2
AK,2022-04-23 00:00:00,4.7,4.3
AK,2022-04-24 00:00:00,4.8,4.1
AK,2022-04-25 00:00:00,3.9,0.4
AK,2022-04-26 00:00:00,3.6,24.0
AK,2022-04-27 00:00:00,3.2,11.8
AK,2022-04-28 00:00:00,3.2,0.4
AK,2022-04-29 00:00:00,3.7,0.0
AK,2022-04-30 00:00:00,3.9,0.0
AK,2022-05-01 00:00:00,5.9,9.4
AK,2022-05-02 00:00:00,4.8,14.4
AK,2022-05-03 00:00:00,3.7,27.3
AK,2022-05-04 00:00:00,4.3,5.7
AK,2022-05-05 00:00:00,4.3,4.2
AK,2022-05-06 00:00:00,3.5,0.0
AK,2022-05-07 00:00:00,4.1,0.8
AK,2022-05-08 00:00:00,4.9,0.0
AK,2022-05-09 00:00:00,7.2,0.0
AK,2022-05-10 00:00:00,4.9,13.3
AK,2022-05-11 00:00:00,4.5,3.3
AK,2022-05-12 00:00:00,5.0,0.0
AK,2022-05-13 00:00:00,6.1,0.1
AK,2022-05-14 00:00:00,5.0,6.8
AK,2022-05-15 00:00:00,4.3,0.1
AK,2022-05-16 00:00:00,4.9,1.9
AK,2022-05-17 00:00:00,5.0,0.6
AK,2022-05-18 00:00:00,6.0,0.0
AK,2022-05-19 00:00:00,8.2,0.0
AK,2022-05-20 00:00:00,8.2,0.0
AK,2022-05-21 00:00:00,7.8,0.0
AK,2022-05-22 00:00:00,8.7,0.0
AK,2022-05-23 00:00:00,7.8,11.0
AK,2022-05-24 00:00:00,6.3,9.5
AK,2022-05-25 00:00:00,5.6,0.1
AK,2022-05-26 00:00:00,9.0,0.0
AK,2022-05-27 00:00:00,10.8,0.0
AK,2022-05-28 00:00:00,13.0,0.1
AK,2022-05-29 00:00:00,13.4,0.0
AK,2022-05-30 00:00:00,14.7,0.0
AK,2022-05-31 00:00:00,16.1,0.0
AK,2022-06-01 00:00:00,17.6,0.1
AK,2022-06-02 00:00:00,19.0,0.0
AK,2022-06-03 00:00:00,20.2,0.0
AK,2022-06-04 00:00:00,16.6,1.4
AK,2022-06-05 00:00:00,13.1,5.5
AK,2022-06-06 00:00:00,14.2,22.6
AK,2022-06-07 00:00:00,12.6,1.0
AK,2022-06-08 00:00:00,13.7,0.0
AK,2022-06-09 00:00:00,14.1,0.3
AK,2022-06-10 00:00:00,13.2,4.2
AK,2022-06-11 00:00:00,10.9,3.2
AK,2022-06-12 00:00:00,9.3,12.1
AK,2022-06-13 00:00:00,9.4,11.0
AK,2022-06-14 00:00:00,10.0,6.0
AK,2022-06-15 00:00:00,11.9,0.0
AK,2022-06-16 00:00:00,16.8,0.0
AK,2022-06-17 00:00:00,18.1,0.0
AK,2022-06-18 00:00:00,14.3,0.0
AK,2022-06-19 00:00:00,11.8,5.3
AK,2022-06-20 00:00:00,10.5,8.6
AK,2022-06-21 00:00:00,10.2,10.7
AK,2022-06-22 00:00:00,10.4,6.3
AK,2022-06-23 00:00:00,13.5,0.1
AK,2022-06-24 00:00:00,15.4,0.0
AK,2022-06-25 00:00:00,16.9,0.0
AK,2022-06-26 00:00:00,18.3,0.0
AK,2022-06-27 00:00:00,18.6,0.0
AK,2022-06-28 00:00:00,20.9,0.0
AK,2022-06-29 00:00:00,19.7,1.8
AK,2022-06-30 00:00:00,16.3,0.1
AK,2022-07-01 00:00:00,15.8,0.0
AK,2022-07-02 00:00:00,18.1,0.0
AK,2022-07-03 00:00:00,20.4,0.0
AK,2022-07-04 00:00:00,21.8,0.0
AK,2022-07-05 00:00:00,21.0,0.0
AK,2022-07-06 00:00:00,18.4,0.0
AK,2022-07-07 00:00:00,17.7,4.1
AK,2022-07-08 00:00:00,13.8,13.1
AK,2022-07-09 00:00:00,13.9,3.2
AK,2022-07-10 00:00:00,14.3,7.0
AK,2022-07-11 00:00:00,12.2,29.6
AK,2022-07-12 00:00:00,11.6,3.4
AK,2022-07-13 00:00:00,12.2,7.0
AK,2022-07-14 00:00:00,14.3,0.1
AK,2022-07-15 00:00:00,15.8,0.0
AK,2022-07-16 00:00:00,15.6,5.1
AK,2022-07-17 00:00:00,12.9,25.9
AK,2022-07-18 00:00:00,12.5,26.2
AK,2022-07-19 00:00:00,12.9,13.4
AK,2022-07-20 00:00:00,11.9,14.5
AK,2022-07-21 00:00:00,11.5,13.8
AK,2022-07-22 00:00:00,12.9,9.3
AK,2022-07-23 00:00:00,12.1,25.8
AK,2022-07-24 00:00:00,12.7,38.1
AK,2022-07-25 00:00:00,13.8,10.0
AK,2022-07-26 00:00:00,15.0,8.2
AK,2022-07-27 00:00:00,15.4,0.1
AK,2022-07-28 00:00:00,15.7,34.4
AK,2022-07-29 00:00:00,15.6,29.2
AK,2022-07-30 00:00:00,16.3,3.9
AK,2022-07-31 00:00:00,15.4,15.3
AK,2022-08-01 00:00:00,14.8,2.6
AK,2022-08-02 00:00:00,13.7,21.0
AK,2022-08-03 00:00:00,13.0,5.6
AK,2022-08-04 00:00:00,14.8,0.1
AK,2022-08-05 00:00:00,15.0,15.1
AK,2022-08-06 00:00:00,13.4,64.4
AK,2022-08-07 00:00:00,13.5,23.3
AK,2022-08-08 00:00:00,12.7,6.7
AK,2022-08-09 00:00:00,13.0,0.0
AK,2022-08-10 00:00:00,13.3,0.4
AK,2022-08-11 00:00:00,16.3,0.0
AK,2022-08-12 00:00:00,16.4,0.3
AK,2022-08-13 00:00:00,17.2,3.5
AK,2022-08-14 00:00:00,15.2,5.3
AK,2022-08-15 00:00:00,13.8,17.6
AK,2022-08-16 00:00:00,13.9,2.2
AK,2022-08-17 00:00:00,15.4,48.9
AK,2022-08-18 00:00:00,15.8,7.6
AK,2022-08-19 00:00:00,16.9,0.2
AK,2022-08-20 00:00:00,15.9,0.0
AK,2022-08-21 00:00:00,17.2,0.0
AK,2022-08-22 00:00:00,17.2,0.5
AK,2022-08-23 00:00:00,16.6,3.0
AK,2022-08-24 00:00:00,17.6,0.0
AK,2022-08-25 00:00:00,17.5,13.8
AK,2022-08-26 00:00:00,14.0,2.1
AK,2022-08-27 00:00:00,12.5,19.3
AK,2022-08-28 00:00:00,12.5,31.4
AK,2022-08-29 00:00:00,13.6,50.6
AK,2022-08-30 00:00:00,12.7,10.8
AK,2022-08-31 00:00:00,13.0,6.2
AK,2022-09-01 00:00:00,12.4,6.9
AK,2022-09-02 00:00:00,12.3,17.2
AK,2022-09-03 00:00:00,13.9,58.3
AK,2022-09-04 00:00:00,11.8,10.2
AK,2022-09-05 00:00:00,10.1,10.5
AK,2022-09-06 00:00:00,11.2,9.9
AK,2022-09-07 00:00:00,12.4,6.1
AK,2022-09-08 00:00:00,11.3,6.0
AK,2022-09-09 00:00:00,11.5,5.0
AK,2022-09-10 00:00:00,10.7,6.2
AK,2022-09-11 00:00:00,10.8,0.2
AK,2022-09-12 00:00:00,10.9,0.0
AK,2022-09-13 00:00:00,11.2,2.4
AK,2022-09-14 00:00:00,11.4,6.3
AK,2022-09-15 00:00:00,10.6,42.6
AK,2022-09-16 00:00:00,10.0,9.8
AK,2022-09-17 00:00:00,10.1,0.0
AK,2022-09-18 00:00:00,11.9,5.5
AK,2022-09-19 00:00:00,10.5,0.0
AK,2022-09-20 00:00:00,11.3,0.0
AK,2022-09-21 00:00:00,13.2,0.3
AK,2022-09-22 00:00:00,11.2,50.5
AK,2022-09-23 00:00:00,9.0,53.5
AK,2022-09-24 00:00:00,9.8,37.1
AK,2022-09-25 00:00:00,11.1,17.4
AK,2022-09-26 00:00:00,13.3,55.8
AK,2022-09-27 00:00:00,11.8,48.6
AK,2022-09-28 00:00:00,9.3,0.1
AK,2022-09-29 00:00:00,12.1,28.6
AK,2022-09-30 00:00:00,12.4,59.0
AK,2022-10-01 00:00:00,12.6,63.5
AK,2022-10-02 00:00:00,8.2,4.8
AK,2022-10-03 00:00:00,9.9,0.0
AK,2022-10-04 00:00:00,9.5,0.1
AK,2022-10-05 00:00:00,12.7,2.4
AK,2022-10-06 00:00:00,13.0,15.5
AK,2022-10-07 00:00:00,12.8,0.0
AK,2022-10-08 00:00:00,11.4,10.6
AK,2022-10-09 00:00:00,12.0,41.3
AK,2022-10-10 00:00:00,8.1,7.6
AK,2022-10-11 00:00:00,8.7,11.8
AK,2022-10-12 00:00:00,9.7,19.9
AK,2022-10-13 00:00:00,11.0,72.2
AK,2022-10-14 00:00:00,8.5,3.8
AK,2022-10-15 00:00:00,9.2,26.4
AK,2022-10-16 00:00:00,14.4,0.7
AK,2022-10-17 00:00:00,12.8,30.2
AK,2022-10-18 00:00:00,10.3,28.4
AK,2022-10-19 00:00:00,10.5,34.1
AK,2022-10-20 00:00:00,7.5,20.0
AK,2022-10-21 00:00:00,6.5,24.5
AK,2022-10-22 00:00:00,4.7,8.9
AK,2022-10-23 00:00:00,4.2,2.9
AK,2022-10-24 00:00:00,4.4,0.3
AK,2022-10-25 00:00:00,3.6,0.8
AK,2022-10-26 00:00:00,3.3,36.0
AK,2022-10-27 00:00:00,4.3,24.9
AK,2022-10-28 00:00:00,3.5,23.4
AK,2022-10-29 00:00:00,1.8,26.9
AK,2022-10-30 00:00:00,3.1,32.2
AK,2022-10-31 00:00:00,2.3,21.8
AK,2022-11-01 00:00:00,-1.1,0.4
AK,2022-11-02 00:00:00,-4.7,0.2
AK,2022-11-03 00:00:00,1.3,25.7
AK,2022-11-04 00:00:00,0.9,25.4
AK,2022-11-05 00:00:00,-1.6,0.0
AK,2022-11-06 00:00:00,-5.7,0.0
AK,2022-11-07 00:00:00,-7.7,0.0
AK,2022-11-08 00:00:00,-8.9,0.0
AK,2022-11-09 00:00:00,-7.5,0.0
AK,2022-11-10 00:00:00,-2.6,9.6
AK,2022-11-11 00:00:00,0.5,10.2
AK,2022-11-12 00:00:00,2.5,19.5
AK,2022-11-13 00:00:00,3.8,21.9
AK,2022-11-14 00:00:00,5.1,26.1
AK,2022-11-15 00:00:00,4.4,13.1
AK,2022-11-16 00:00:00,5.0,0.0
AK,2022-11-17 00:00:00,-2.0,0.0
AK,2022-11-18 00:00:00,-4.7,0.0
AK,2022-11-19 00:00:00,-0.4,3.0
AK,2022-11-20 00:00:00,3.4,5.5
AK,2022-11-21 00:00:00,3.7,45.9
AK,2022-11-22 00:00:00,3.5,29.2
AK,2022-11-23 00:00:00,3.8,23.6
AK,2022-11-24 00:00:00,2.5,39.0
AK,2022-11-25 00:00:00,1.7,4.4
AK,2022-11-26 00:00:00,0.3,22.2
AK,2022-11-27 00:00:00,-4.3,0.0
AK,2022-11-28 00:00:00,-5.8,0.0
AK,2022-11-29 00:00:00,-8.6,0.0
AK,2022-11-30 00:00:00,-11.9,0.0
AK,2022-12-01 00:00:00,-11.9,3.2
AK,2022-12-02 00:00:00,-10.4,0.0
AK,2022-12-03 00:00:00,-10.3,0.0
AK,2022-12-04 00:00:00,-6.0,0.0
AK,2022-12-05 00:00:00,-5.0,0.0
AK,2022-12-06 00:00:00,-2.0,12.7
AK,2022-12-07 00:00:00,1.1,28.7
AK,2022-12-08 00:00:00,1.7,28.4
AK,2022-12-09 00:00:00,-0.6,12.8
AK,2022-12-10 00:00:00,-4.5,0.0
AK,2022-12-11 00:00:00,-8.2,0.0
AK,2022-12-12 00:00:00,-3.1,10.6
AK,2022-12-13 00:00:00,0.5,10.4
AK,2022-12-14 00:00:00,2.0,29.2
AK,2022-12-15 00:00:00,3.5,7.6
AK,2022-12-16 00:00:00,2.5,11.7
AK,2022-12-17 00:00:00,-6.2,0.0
AK,2022-12-18 00:00:00,-12.2,0.0
AK,2022-12-19 00:00:00,-17.0,0.0
AK,2022-12-20 00:00:00,-19.5,0.0
AK,2022-12-21 00:00:00,-19.1,0.0
AK,2022-12-22 00:00:00,-14.1,0.0
AK,2022-12-23 00:00:00,-13.1,1.9
AK,2022-12-24 00:00:00,-13.9,8.5
AK,2022-12-25 00:00:00,-7.9,7.6
AK,2022-12-26 00:00:00,-0.4,8.5
AK,2022-12-27 00:00:00,0.6,12.1
AK,2022-12-28 00:00:00,0.5,3.0
AK,2022-12-29 00:00:00,0.2,0.5
AK,2022-12-30 00:00:00,-1.8,14.2
AK,2022-12-31 00:00:00,0.5,8.9
AK,2023-01-01 00:00:00,3.5,19.3
AK,2023-01-02 00:00:00,3.0,32.0
AK,2023-01-03 00:00:00,2.8,8.5
AK,2023-01-04 00:00:00,2.2,8.3
AK,2023-01-05 00:00:00,1.1,6.6
AK,2023-01-06 00:00:00,-0.1,3.9
AK,2023-01-07 00:00:00,3.1,7.5
AK,2023-01-08 00:00:00,3.7,8.6
AK,2023-01-09 00:00:00,-2.0,0.0
AK,2023-01-10 00:00:00,-5.0,0.0
AK,2023-01-11 00:00:00,-1.8,4.7
AK,2023-01-12 00:00:00,-0.5,1.1
AK,2023-01-13 00:00:00,-1.0,1.4
AK,2023-01-14 00:00:00,-1.2,1.0
AK,2023-01-15 00:00:00,1.5,9.7
AK,2023-01-16 00:00:00,1.9,2.2
AK,2023-01-17 00:00:00,1.4,15.1
AK,2023-01-18 00:00:00,1.7,11.3
AK,2023-01-19 00:00:00,2.0,27.6
AK,2023-01-20 00:00:00,3.2,27.7
AK,2023-01-21 00:00:00,3.6,17.8
AK,2023-01-22 00:00:00,2.1,11.2
AK,2023-01-23 00:00:00,2.3,28.5
AK,2023-01-24 00:00:00,2.9,13.9
AK,2023-01-25 00:00:00,5.3,28.1
AK,2023-01-26 00:00:00,4.5,11.7
AK,2023-01-27 00:00:00,2.8,0.8
AK,2023-01-28 00:00:00,0.8,0.0
AK,2023-01-29 00:00:00,-3.0,0.0
AK,2023-01-30 00:00:00,-1.5,9.0
AK,2023-01-31 00:00:00,0.2,7.5
AK,2023-02-01 00:00:00,0.3,3.2
AK,2023-02-02 00:00:00,-1.5,11.3
AK,2023-02-03 00:00:00,-0.1,7.9
AK,2023-02-04 00:00:00,-2.2,0.3
AK,2023-02-05 00:00:00,-0.9,6.0
AK,2023-02-06 00:00:00,1.4,30.5
AK,2023-02-07 00:00:00,1.3,9.8
AK,2023-02-08 00:00:00,0.1,7.3
AK,2023-02-09 00:00:00,0.3,11.6
AK,2023-02-10 00:00:00,1.3,11.7
AK,2023-02-11 00:00:00,1.6,20.1
AK,2023-02-12 00:00:00,2.5,28.1
AK,2023-02-13 00:00:00,1.2,17.8
AK,2023-02-14 00:00:00,-0.7,0.8
AK,2023-02-15 00:00:00,0.1,31.3
AK,2023-02-16 00:00:00,0.4,11.0
AK,2023-02-17 00:00:00,0.2,11.7
AK,2023-02-18 00:00:00,0.5,10.5
AK,2023-02-19 00:00:00,1.5,11.8
AK,2023-02-20 00:00:00,1.8,3.0
AK,2023-02-21 00:00:00,-2.9,0.0
AK,2023-02-22 00:00:00,-5.5,0.0
AK,2023-02-23 00:00:00,-10.5,0.0
AK,2023-02-24 00:00:00,-8.4,3.5
AK,2023-02-25 00:00:00,-5.4,14.1
AK,2023-02-26 00:00:00,-7.0,0.1
AK,2023-02-27 00:00:00,-7.2,0.0
AK,2023-02-28 00:00:00,-9.5,0.0
AK,2023-03-01 00:00:00,-4.0,35.3
AK,2023-03-02 00:00:00,0.3,15.6
AK,2023-03-03 00:00:00,-1.9,4.7
AK,2023-03-04 00:00:00,-3.2,0.0
AK,2023-03-05 00:00:00,-6.8,0.0
AK,2023-03-06 00:00:00,-8.1,0.0
AK,2023-03-07 00:00:00,-7.6,0.2
AK,2023-03-08 00:00:00,-8.3,0.0
AK,2023-03-09 00:00:00,-9.0,0.0
AK,2023-03-10 00:00:00,-6.3,0.0
AK,2023-03-11 00:00:00,-7.1,0.0
AK,2023-03-12 00:00:00,-8.2,0.0
AK,2023-03-13 00:00:00,-8.1,0.0
AK,2023-03-14 00:00:00,-5.7,0.5
AK,2023-03-15 00:00:00,-3.4,8.5
AK,2023-03-16 00:00:00,1.6,29.6
AK,2023-03-17 00:00:00,3.8,6.8
AK,2023-03-18 00:00:00,4.2,0.7
AK,2023-03-19 00:00:00,3.3,15.6
AK,2023-03-20 00:00:00,3.3,2.5
AK,2023-03-21 00:00:00,1.3,0.9
AK,2023-03-22 00:00:00,2.3,5.5
AK,2023-03-23 00:00:00,3.3,1.2
AK,2023-03-24 00:00:00,1.9,2.9
AK,2023-03-25 00:00:00,1.5,7.5
AK,2023-03-26 00:00:00,0.9,6.3
AK,2023-03-27 00:00:00,0.4,0.0
AK,2023-03-28 00:00:00,0.7,0.0
AK,2023-03-29 00:00:00,0.9,0.0
AK,2023-03-30 00:00:00,0.9,0.3
AK,2023-03-31 00:00:00,2.2,7.1
AK,2023-04-01 00:00:00,2.2,10.7
AK,2023-04-02 00:00:00,1.2,0.2
AK,2023-04-03 00:00:00,1.2,10.8
AK,2023-04-04 00:00:00,0.7,0.3
AK,2023-04-05 00:00:00,2.0,7.8
AK,2023-04-06 00:00:00,2.8,24.0
AK,2023-04-07 00:00:00,2.7,20.0
AK,2023-04-08 00:00:00,2.9,3.4
AK,2023-04-09 00:00:00,3.3,25.8
AK,2023-04-10 00:00:00,1.9,11.5
AK,2023-04-11 00:00:00,1.0,0.0
AK,2023-04-12 00:00:00,1.1,2.8
AK,2023-04-13 00:00:00,2.0,14.7
AK,2023-04-14 00:00:00,2.7,3.8
AK,2023-04-15 00:00:00,4.7,2.1
AK,2023-04-16 00:00:00,3.7,4.6
AK,2023-04-17 00:00:00,3.2,1.7
AK,2023-04-18 00:00:00,3.0,0.3
AK,2023-04-19 00:00:00,3.2,0.5
AK,2023-04-20 00:00:00,5.0,0.0
AK,2023-04-21 00:00:00,6.4,0.0
AK,2023-04-22 00:00:00,5.3,0.5
AK,2023-04-23 00:00:00,4.9,3.3
AK,2023-04-24 00:00:00,5.1,7.2
AK,2023-04-25 00:00:00,2.2,10.6
AK,2023-04-26 00:00:00,3.4,16.6
AK,2023-04-27 00:00:00,3.7,22.2
AK,2023-04-28 00:00:00,4.3,4.3
AK,2023-04-29 00:00:00,6.2,0.6
AK,2023-04-30 00:00:00,7.7,3.1
AK,2023-05-01 00:00:00,5.6,3.2
AK,2023-05-02 00:00:00,6.4,26.4
AK,2023-05-03 00:00:00,4.6,27.2
AK,2023-05-04 00:00:00,2.8,0.2
AK,2023-05-05 00:00:00,4.3,0.0
AK,2023-05-06 00:00:00,6.2,0.5
AK,2023-05-07 00:00:00,6.0,0.0
AK,2023-05-08 00:00:00,6.0,0.7
AK,2023-05-09 00:00:00,4.9,0.0
AK,2023-05-10 00:00:00,6.9,0.0
AK,2023-05-11 00:00:00,8.6,0.6
AK,2023-05-12 00:00:00,7.0,13.9
AK,2023-05-13 00:00:00,7.1,20.0
AK,2023-05-14 00:00:00,7.5,0.4
AK,2023-05-15 00:00:00,8.6,0.0
AK,2023-05-16 00:00:00,9.7,0.0
AK,2023-05-17 00:00:00,9.4,0.0
AK,2023-05-18 00:00:00,9.8,0.0
AK,2023-05-19 00:00:00,11.9,4.2
AK,2023-05-20 00:00:00,9.5,5.7
AK,2023-05-21 00:00:00,10.1,0.1
AK,2023-05-22 00:00:00,8.3,0.8
AK,2023-05-23 00:00:00,8.7,0.0
AK,2023-05-24 00:00:00,10.0,0.1
AK,2023-05-25 00:00:00,11.3,2.4
AK,2023-05-26 00:00:00,10.8,38.9
AK,2023-05-27 00:00:00,6.7,19.3
AK,2023-05-28 00:00:00,7.9,34.9
AK,2023-05-29 00:00:00,6.5,26.2
AK,2023-05-30 00:00:00,6.1,20.9
AK,2023-05-31 00:00:00,6.0,11.9
AK,2023-06-01 00:00:00,6.7,8.8
AK,2023-06-02 00:00:00,9.4,0.7
AK,2023-06-03 00:00:00,11.1,2.2
AK,2023-06-04 00:00:00,11.3,0.0
AK,2023-06-05 00:00:00,10.1,10.8
AK,2023-06-06 00:00:00,8.9,4.6
AK,2023-06-07 00:00:00,10.9,0.4
AK,2023-06-08 00:00:00,15.6,0.0
AK,2023-06-09 00:00:00,14.3,2.3
AK,2023-06-10 00:00:00,11.4,5.9
AK,2023-06-11 00:00:00,10.8,3.5
AK,2023-06-12 00:00:00,10.7,19.0
AK,2023-06-13 00:00:00,10.1,1.5
AK,2023-06-14 00:00:00,10.2,0.4
AK,2023-06-15 00:00:00,10.3,1.3
AK,2023-06-16 00:00:00,9.3,30.5
AK,2023-06-17 00:00:00,9.0,15.2
AK,2023-06-18 00:00:00,13.3,2.1
AK,2023-06-19 00:00:00,18.5,0.0
AK,2023-06-20 00:00:00,18.2,0.0
AK,2023-06-21 00:00:00,14.6,0.0
AK,2023-06-22 00:00:00,14.6,0.5
AK,2023-06-23 00:00:00,16.1,0.0
AK,2023-06-24 00:00:00,15.8,2.5
AK,2023-06-25 00:00:00,14.0,14.8
AK,2023-06-26 00:00:00,12.9,18.3
AK,2023-06-27 00:00:00,13.4,7.1
AK,2023-06-28 00:00:00,15.3,5.2
AK,2023-06-29 00:00:00,12.8,10.5
AK,2023-06-30 00:00:00,10.6,20.6
AK,2023-07-01 00:00:00,10.9,3.8
AK,2023-07-02 00:00:00,12.6,5.8
AK,2023-07-03 00:00:00,14.4,0.0
AK,2023-07-04 00:00:00,15.6,1.5
AK,2023-07-05 00:00:00,13.2,0.0
AK,2023-07-06 00:00:00,14.7,0.0
AK,2023-07-07 00:00:00,19.8,0.0
AK,2023-07-08 00:00:00,20.0,0.0
AK,2023-07-09 00:00:00,15.3,0.0
AK,2023-07-10 00:00:00,14.0,0.0
AK,2023-07-11 00:00:00,13.6,0.0
AK,2023-07-12 00:00:00,14.3,0.3
AK,2023-07-13 00:00:00,16.3,0.0
AK,2023-07-14 00:00:00,19.2,0.0
AK,2023-07-15 00:00:00,19.3,0.4
AK,2023-07-16 00:00:00,17.9,1.9
AK,2023-07-17 00:00:00,15.3,8.3
AK,2023-07-18 00:00:00,15.1,2.0
AK,2023-07-19 00:00:00,15.5,7.8
AK,2023-07-20 00:00:00,15.8,0.0
AK,2023-07-21 00:00:00,19.3,2.9
AK,2023-07-22 00:00:00,16.4,12.1
AK,2023-07-23 00:00:00,14.7,21.3
AK,2023-07-24 00:00:00,13.5,0.6
AK,2023-07-25 00:00:00,15.3,0.0
AK,2023-07-26 00:00:00,16.1,1.4
AK,2023-07-27 00:00:00,15.8,0.0
AK,2023-07-28 00:00:00,18.1,0.0
AK,2023-07-29 00:00:00,19.3,0.0
AK,2023-07-30 00:00:00,19.5,0.0
AK,2023-07-31 00:00:00,17.6,0.3
AK,2023-08-01 00:00:00,15.3,12.4
AK,2023-08-02 00:00:00,16.1,0.1
AK,2023-08-03 00:00:00,18.0,0.3
AK,2023-08-04 00:00:00,18.4,0.5
AK,2023-08-05 00:00:00,20.5,0.0
AK,2023-08-06 00:00:00,20.7,0.0
AK,2023-08-07 00:00:00,18.2,1.1
AK,2023-08-08 00:00:00,15.3,13.5
AK,2023-08-09 00:00:00,15.2,1.5
AK,2023-08-10 00:00:00,13.9,15.8
AK,2023-08-11 00:00:00,14.0,5.1
AK,2023-08-12 00:00:00,14.5,59.7
AK,2023-08-13 00:00:00,14.5,51.1
AK,2023-08-14 00:00:00,13.0,13.6
AK,2023-08-15 00:00:00,13.1,33.0
AK,2023-08-16 00:00:00,13.2,16.8
AK,2023-08-17 00:00:00,12.6,10.6
AK,2023-08-18 00:00:00,12.8,0.1
AK,2023-08-19 00:00:00,14.2,0.6
AK,2023-08-20 00:00:00,13.5,0.0
AK,2023-08-21 00:00:00,16.1,0.0
AK,2023-08-22 00:00:00,15.5,0.0
AK,2023-08-23 00:00:00,15.6,0.0
AK,2023-08-24 00:00:00,15.2,0.1
AK,2023-08-25 00:00:00,14.4,0.0
AK,2023-08-26 00:00:00,15.6,0.3
AK,2023-08-27 00:00:00,15.8,0.0
AK,2023-08-28 00:00:00,17.5,0.0
AK,2023-08-29 00:00:00,18.1,1.1
AK,2023-08-30 00:00:00,15.1,1.6
AK,2023-08-31 00:00:00,14.6,10.8
AK,2023-09-01 00:00:00,14.5,16.4
AK,2023-09-02 00:00:00,13.0,16.8
AK,2023-09-03 00:00:00,12.0,6.9
AK,2023-09-04 00:00:00,11.1,13.9
AK,2023-09-05 00:00:00,11.5,0.0
AK,2023-09-06 00:00:00,11.9,2.0
AK,2023-09-07 00:00:00,10.8,9.7
AK,2023-09-08 00:00:00,11.7,11.8
AK,2023-09-09 00:00:00,13.0,9.2
AK,2023-09-10 00:00:00,14.9,2.0
AK,2023-09-11 00:00:00,14.2,8.9
AK,2023-09-12 00:00:00,11.8,23.6
AK,2023-09-13 00:00:00,10.1,20.6
AK,2023-09-14 00:00:00,10.2,67.8
AK,2023-09-15 00:00:00,10.1,27.9
AK,2023-09-16 00:00:00,10.3,9.0
AK,2023-09-17 00:00:00,10.2,31.8
AK,2023-09-18 00:00:00,10.3,42.5
AK,2023-09-19 00:00:00,9.8,12.0
AK,2023-09-20 00:00:00,10.5,4.8
AK,2023-09-21 00:00:00,10.5,78.3
AK,2023-09-22 00:00:00,10.1,51.9
AK,2023-09-23 00:00:00,7.9,16.2
AK,2023-09-24 00:00:00,8.3,6.7
AK,2023-09-25 00:00:00,8.7,3.0
AK,2023-09-26 00:00:00,10.1,0.8
AK,2023-09-27 00:00:00,10.4,35.9
AK,2023-09-28 00:00:00,8.3,8.5
AK,2023-09-29 00:00:00,8.2,1.5
AK,2023-09-30 00:00:00,7.7,5.2
AK,2023-10-01 00:00:00,7.4,20.7
AK,2023-10-02 00:00:00,9.0,23.1
AK,2023-10-03 00:00:00,9.6,20.7
AK,2023-10-04 00:00:00,7.9,0.0
AK,2023-10-05 00:00:00,7.8,5.6
AK,2023-10-06 00:00:00,11.3,40.7
AK,2023-10-07 00:00:00,11.8,39.1
AK,2023-10-08 00:00:00,10.9,47.7
AK,2023-10-09 00:00:00,10.9,32.0
AK,2023-10-10 00:00:00,9.3,9.3
AK,2023-10-11 00:00:00,8.0,5.1
AK,2023-10-12 00:00:00,7.7,11.9
AK,2023-10-13 00:00:00,10.4,22.2
AK,2023-10-14 00:00:00,11.3,9.8
AK,2023-10-15 00:00:00,9.8,8.0
AK,2023-10-16 00:00:00,9.0,1.0
AK,2023-10-17 00:00:00,9.7,16.8
AK,2023-10-18 00:00:00,9.5,43.4
AK,2023-10-19 00:00:00,10.0,40.8
AK,2023-10-20 00:00:00,7.1,9.3
AK,2023-10-21 00:00:00,5.1,8.2
AK,2023-10-22 00:00:00,0.1,0.0
AK,2023-10-23 00:00:00,-2.2,0.0
AK,2023-10-24 00:00:00,-0.8,0.0
AK,2023-10-25 00:00:00,1.5,0.0
AK,2023-10-26 00:00:00,3.7,0.0
AK,2023-10-27 00:00:00,1.4,0.0
AK,2023-10-28 00:00:00,1.5,0.0
AK,2023-10-29 00:00:00,2.3,0.1
AK,2023-10-30 00:00:00,3.3,6.4
